Date,Open,High,Low,Close,Adj Close,Volume,Close_Lag1,Close_Lag2,Close_Lag3,MA50,MA200
2020-10-15,150.10333251953125,152.19000244140625,147.5,0.13756472771740785,149.6266632080078,0.12184964978316323,0.15127923844050195,0.135102303818324,0.13029892178284747,0.0,0.0
2020-10-16,151.47999572753906,151.98333740234375,146.28334045410156,0.12739481339171405,146.55667114257812,0.10820786565538965,0.13756472771740785,0.15127923844050195,0.135102303818324,0.0042264075674003365,0.0025721049806293195
2020-10-19,148.74667358398438,149.0,142.9566650390625,0.11763342436525859,143.61000061035156,0.1247480284996251,0.12739481339171405,0.13756472771740785,0.15127923844050195,0.008409105892401514,0.005061362630545518
2020-10-20,143.9166717529297,143.9166717529297,139.68333435058594,0.10781683741418446,140.64666748046875,0.10293483216343202,0.11763342436525859,0.12739481339171405,0.13756472771740785,0.012530325619914184,0.007473548354925308
2020-10-21,140.89999389648438,144.31666564941406,140.4166717529297,0.1085898105490462,140.8800048828125,0.10629853394974512,0.10781683741418446,0.11763342436525859,0.12739481339171405,0.016935862535401136,0.009865338779734889
2020-10-22,147.30667114257812,148.41000366210938,141.50332641601562,0.11206808856082406,141.92999267578125,0.1421995275181137,0.1085898105490462,0.10781683741418446,0.11763342436525859,0.02035976661078409,0.012246465698268205
2020-10-23,140.6133270263672,140.9633331298828,135.7933349609375,0.10637031817534465,140.2100067138672,0.11264020918815254,0.11206808856082406,0.1085898105490462,0.10781683741418446,0.023234835844324286,0.014605771903748899
2020-10-26,137.2100067138672,141.9199981689453,136.6666717529297,0.10598383160791375,140.0933380126953,0.08684115339836554,0.10637031817534465,0.11206808856082406,0.1085898105490462,0.025922308347852696,0.016967172861056756
2020-10-27,141.25332641601562,143.5,140.03334045410156,0.110842411568009,141.55999755859375,0.06068933750805367,0.10598383160791375,0.10637031817534465,0.11206808856082406,0.02763822588815279,0.019292627161140663
2020-10-28,138.82666015625,139.53334045410156,135.3333282470703,0.09023751156433168,135.33999633789062,0.07371131884238169,0.110842411568009,0.10598383160791375,0.10637031817534465,0.028490996612599573,0.02146335567452584
2020-10-29,136.65333557128906,139.35333251953125,135.48666381835938,0.09554884592993024,136.94332885742188,0.06054239338073223,0.09023751156433168,0.110842411568009,0.10598383160791375,0.029538220954033023,0.023697321553292627
2020-10-30,135.63333129882812,135.8633270263672,126.37000274658205,0.07038349541615863,129.34666442871094,0.1540591431273478,0.09554884592993024,0.09023751156433168,0.110842411568009,0.02917071965463658,0.025772808489374854
2020-11-02,131.3333282470703,135.66000366210938,130.76666259765625,0.08415320406387139,133.50332641601562,0.09052370510197547,0.07038349541615863,0.09554884592993024,0.09023751156433168,0.028887893539317755,0.027943347796684115
2020-11-03,136.57666015625,142.58999633789062,135.56333923339844,0.10998113186326736,141.3000030517578,0.11562948603465623,0.08415320406387139,0.07038349541615863,0.09554884592993024,0.029515799588741842,0.03023062991660147
2020-11-04,143.5399932861328,145.13333129882812,139.03334045410156,0.10675675419522551,140.32666015625,0.10522753732946005,0.10998113186326736,0.08415320406387139,0.07038349541615863,0.03000214313203453,0.03246414471409864
2020-11-05,142.76666259765625,146.6666717529297,141.3333282470703,0.12565011415532323,146.02999877929688,0.0876667721650145,0.10675675419522551,0.10998113186326736,0.08415320406387139,0.03022444466339902,0.034818271850666827
2020-11-06,145.36666870117188,145.52333068847656,141.42666625976562,0.11666169826372957,143.31666564941406,0.056071429917070766,0.12565011415532323,0.10675675419522551,0.10998113186326736,0.02969373607870429,0.03712392718744484
2020-11-09,146.5,150.8333282470703,140.3333282470703,0.1070659535586802,140.4199981689453,0.11789628758849616,0.11666169826372957,0.12565011415532323,0.10675675419522551,0.02905509703581477,0.039376266449553665
2020-11-10,140.02999877929688,140.02999877929688,132.00999450683594,0.09502987423390447,136.7866668701172,0.09647258738465828,0.1070659535586802,0.11666169826372957,0.12565011415532323,0.026432561599439297,0.04153640458360397
2020-11-11,138.81666564941406,139.56666564941406,136.86000061035156,0.10250550304858591,139.0433349609375,0.03559203412117993,0.09502987423390447,0.1070659535586802,0.11666169826372957,0.024705671538670537,0.04372528830649691
2020-11-12,138.35000610351562,141.0,136.5066680908203,0.09657576995607797,137.25332641601562,0.04735415795363348,0.10250550304858591,0.09502987423390447,0.1070659535586802,0.023643955472336886,0.045788089778454444
2020-11-13,136.9499969482422,137.50999450683594,133.8866729736328,0.092976026181609,136.1666717529297,0.04695853914930654,0.09657576995607797,0.10250550304858591,0.09502987423390447,0.023688678098210958,0.047812981111920394
2020-11-16,136.30999755859375,137.48333740234375,134.69667053222656,0.0925232717761057,136.02999877929688,0.08024468081098088,0.092976026181609,0.09657576995607797,0.10250550304858591,0.02338366946219106,0.04964660358195888
2020-11-17,153.38999938964844,154.0,144.336669921875,0.12953701856143945,147.20333862304688,0.24202310037037456,0.0925232717761057,0.092976026181609,0.09657576995607797,0.02670507031087943,0.05156829594488066
2020-11-18,149.4499969482422,165.3333282470703,147.8333282470703,0.17926039077552702,162.2133331298828,0.32140919418101255,0.12953701856143945,0.0925232717761057,0.092976026181609,0.03029361405668818,0.05403916572757578
2020-11-19,164.0,169.5366668701172,162.52333068847656,0.19320681365809966,166.42333984375,0.24808454562238375,0.17926039077552702,0.12953701856143945,0.0925232717761057,0.0341078584335851,0.0565811576830168
2020-11-20,165.99667358398438,167.5,163.02000427246094,0.1825399663681876,163.20333862304688,0.10884839133858565,0.19320681365809966,0.17926039077552702,0.12953701856143945,0.03759294425675175,0.05905418056925893
2020-11-23,167.8333282470703,175.3333282470703,167.26333618164062,0.21814025201239273,173.9499969482422,0.190554977826508,0.1825399663681876,0.19320681365809966,0.17926039077552702,0.0406409397031674,0.06172794236188983
2020-11-24,180.13333129882812,186.663330078125,175.39999389648438,0.25516501816363024,185.1266632080078,0.2065125448838953,0.21814025201239273,0.1825399663681876,0.19320681365809966,0.043790008720802964,0.06464108105594696
2020-11-25,183.35333251953125,191.3333282470703,181.7899932861328,0.2757257396085926,191.3333282470703,0.1842905424498977,0.25516501816363024,0.21814025201239273,0.1825399663681876,0.04773275558164525,0.0676999696936858
2020-11-27,193.72000122070312,199.5933380126953,192.8166656494141,0.2887114557555398,195.2533264160156,0.13074495020854762,0.2757257396085926,0.25516501816363024,0.21814025201239273,0.052572638208336575,0.07079099348094287
2020-11-30,200.73666381835935,202.6000061035156,184.836669921875,0.2686586866406995,189.1999969482422,0.25057035044290465,0.2887114557555398,0.2757257396085926,0.25516501816363024,0.05631294039462109,0.07375570252603242
2020-12-01,199.19667053222656,199.2833404541016,190.68333435058597,0.287607244525416,194.9199981689453,0.14271901268617634,0.2686586866406995,0.2887114557555398,0.2757257396085926,0.06034900861370229,0.07676031507428688
2020-12-02,185.47999572753903,190.51333618164065,180.40333557128903,0.2700058799437558,189.60667419433597,0.17885313876423758,0.287607244525416,0.2686586866406995,0.2887114557555398,0.06465997194288509,0.07956312681473943
2020-12-03,196.67333984375,199.6566619873047,194.1433258056641,0.29712570202648914,197.7933349609375,0.15425082985753957,0.2700058799437558,0.287607244525416,0.2686586866406995,0.07101118124607353,0.08257077981223843
2020-12-04,197.0033264160156,199.67999267578125,195.1666717529297,0.3033756033008056,199.67999267578125,0.09231435116632192,0.29712570202648914,0.2700058799437558,0.287607244525416,0.07730961681346249,0.08561728864564622
2020-12-07,201.63999938964844,216.26333618164065,201.01666259765625,0.3505482450459294,213.9199981689453,0.2190461253847864,0.3033756033008056,0.29712570202648914,0.2700058799437558,0.08429886873047832,0.08907230213746015
2020-12-08,208.5033264160156,217.0933380126953,206.1666717529297,0.3595145716581656,216.6266632080078,0.25651358102838284,0.3505482450459294,0.3033756033008056,0.29712570202648914,0.09111698235697885,0.09263566436800985
2020-12-09,217.89666748046875,218.10667419433597,196.0,0.30938262359728963,201.4933319091797,0.2896052101112631,0.3595145716581656,0.3505482450459294,0.3033756033008056,0.09664499672010429,0.09589951096623484
2020-12-10,191.4566650390625,209.25,188.77999877929688,0.3343271318650365,209.02333068847656,0.26978659191355164,0.30938262359728963,0.3595145716581656,0.3505482450459294,0.10255017262267563,0.09947285267273531
